# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-T" "6" "-p" "--donotsort" "-a" "consensus_peaks.mLb.clN.saf" "-o" "consensus_peaks.mLb.clN.featureCounts.txt" "UBR-18_R1.mLb.clN.bam" "UVR-11_R1.mLb.clN.bam" "UVR-14_R1.mLb.clN.bam" "PDR-4_R1.mLb.clN.bam" "DME-4_R1.mLb.clN.bam" 
Geneid	Chr	Start	End	Strand	Length	UBR-18_R1.mLb.clN.bam	UVR-11_R1.mLb.clN.bam	UVR-14_R1.mLb.clN.bam	PDR-4_R1.mLb.clN.bam	DME-4_R1.mLb.clN.bam
Interval_15025	chr7	156319604	156319919	+	316	6	3	12	4	8
Interval_15026	chr7	156613136	156613403	+	268	16	5	16	9	4
Interval_15027	chr7	156640455	156641035	+	581	17	31	23	30	12
Interval_15028	chr7	156892878	156893634	+	757	60	64	49	53	40
Interval_15029	chr7	156923213	156923504	+	292	33	17	13	33	10
Interval_15030	chr7	157138456	157139216	+	761	66	56	51	60	36
Interval_15031	chr7	157302497	157302845	+	349	31	34	17	45	11
Interval_15032	chr7	157336676	157337026	+	351	22	25	21	29	9
Interval_15033	chr7	157854147	157854751	+	605	27	45	34	24	15
Interval_15034	chr7	158147533	158147956	+	424	70	74	5	65	9
Interval_15035	chr7	158331874	158332138	+	265	8	19	8	3	4
Interval_15036	chr7	158704783	158705221	+	439	85	75	61	71	24
Interval_15037	chr7	158818357	158818790	+	434	33	34	22	24	13
Interval_15038	chr7	158823853	158824251	+	399	8	9	13	21	11
Interval_15039	chr7	158829502	158830143	+	642	50	86	44	62	35
Interval_15040	chr7	158856338	158856854	+	517	58	50	34	42	30
Interval_15041	chr7	158976939	158977199	+	261	23	18	9	17	12
Interval_15042	chr7	159195915	159196121	+	207	7	3	3	11	5
Interval_15043	chr8	232048	232790	+	743	33	30	31	31	20
Interval_15044	chr8	406854	407137	+	284	18	19	10	23	19
Interval_15045	chr8	731020	731459	+	440	68	55	36	81	36
Interval_15046	chr8	1348090	1348305	+	216	12	9	8	3	4
Interval_15047	chr8	1763704	1764001	+	298	26	25	19	21	17
Interval_15048	chr8	1887089	1887344	+	256	4	15	4	1	2
Interval_15049	chr8	2127439	2127821	+	383	45	26	21	15	11
Interval_15050	chr8	2472765	2473051	+	287	13	16	2	3	3
Interval_15051	chr8	2672716	2673144	+	429	23	7	6	5	1
Interval_15052	chr8	3666719	3666945	+	227	6	4	3	0	5
Interval_15053	chr8	4427186	4427393	+	208	6	9	0	9	1
Interval_15054	chr8	5529780	5530134	+	355	7	7	4	12	3
Interval_15055	chr8	6406378	6406650	+	273	24	30	9	15	17
Interval_15056	chr8	6648821	6649081	+	261	13	7	1	8	3
Interval_15057	chr8	6707965	6709103	+	1139	141	100	62	110	87
Interval_15058	chr8	6840837	6841113	+	277	10	18	5	6	2
Interval_15059	chr8	7091955	7092220	+	266	17	12	7	11	4
Interval_15060	chr8	7354919	7355640	+	722	51	23	49	44	25
Interval_15061	chr8	7369163	7369355	+	193	9	2	3	8	1
Interval_15062	chr8	7445692	7445882	+	191	9	7	8	7	3
Interval_15063	chr8	7573241	7573448	+	208	8	15	6	11	1
Interval_15064	chr8	7573986	7574218	+	233	10	4	4	11	2
Interval_15065	chr8	7580265	7580722	+	458	13	18	13	12	6
Interval_15066	chr8	7583559	7583744	+	186	9	8	7	6	2
Interval_15067	chr8	7611308	7611592	+	285	12	21	8	14	6
Interval_15068	chr8	7616422	7616628	+	207	5	3	10	4	4
Interval_15069	chr8	7765076	7765276	+	201	13	0	5	15	11
Interval_15070	chr8	7765728	7765951	+	224	16	1	0	11	5
Interval_15071	chr8	7766652	7766939	+	288	14	7	8	18	12
Interval_15072	chr8	7767151	7767439	+	289	15	1	3	11	1
Interval_15073	chr8	7768376	7768617	+	242	18	0	5	9	4
Interval_15074	chr8	7806294	7806466	+	173	13	7	5	7	1
Interval_15075	chr8	7807266	7807447	+	182	15	6	5	5	3
Interval_15076	chr8	7835708	7836284	+	577	7	28	3	5	0
Interval_15077	chr8	7869448	7869965	+	518	5	11	2	19	8
Interval_15078	chr8	7913615	7913822	+	208	11	11	9	14	5
Interval_15079	chr8	8019814	8020702	+	889	30	34	31	55	4
Interval_15080	chr8	8021803	8022156	+	354	6	13	4	13	4
Interval_15081	chr8	8027800	8027989	+	190	4	0	1	8	3
Interval_15082	chr8	8030205	8030486	+	282	4	4	8	3	2
Interval_15083	chr8	8065988	8066227	+	240	20	10	6	6	7
Interval_15084	chr8	8066488	8066798	+	311	9	14	4	11	7
Interval_15085	chr8	8068035	8068219	+	185	12	6	3	3	2
Interval_15086	chr8	8139181	8139466	+	286	11	16	5	12	5
Interval_15087	chr8	8164603	8164911	+	309	9	22	5	5	7
Interval_15088	chr8	8169273	8169461	+	189	11	7	2	3	1
Interval_15089	chr8	8227878	8228693	+	816	155	0	0	132	68
Interval_15090	chr8	8289147	8289352	+	206	7	5	10	1	1
Interval_15091	chr8	8346307	8346522	+	216	16	10	6	10	2
Interval_15092	chr8	8386210	8386544	+	335	9	20	17	17	2
Interval_15093	chr8	8548551	8548758	+	208	15	6	3	5	3
Interval_15094	chr8	8669895	8670152	+	258	10	5	11	7	0
Interval_15095	chr8	8752961	8753226	+	266	0	7	3	3	10
Interval_15096	chr8	9002707	9003148	+	442	50	37	27	65	26
Interval_15097	chr8	9150387	9151402	+	1016	65	61	38	65	29
Interval_15098	chr8	9555705	9556282	+	578	135	115	61	103	59
Interval_15099	chr8	10054753	10055038	+	286	19	20	7	18	6
Interval_15100	chr8	10134204	10134465	+	262	8	6	5	3	11
Interval_15101	chr8	10367753	10367927	+	175	9	6	4	4	2
Interval_15102	chr8	10759367	10759583	+	217	6	15	10	2	0
Interval_15103	chr8	10770886	10771231	+	346	3	14	5	8	3
Interval_15104	chr8	10839401	10840155	+	755	86	81	58	87	43
Interval_15105	chr8	11016351	11016706	+	356	67	38	22	44	32
Interval_15106	chr8	11201543	11201955	+	413	32	34	30	38	16
Interval_15107	chr8	11284054	11284855	+	802	61	51	45	55	28
Interval_15108	chr8	11456641	11456842	+	202	52	44	19	41	15
Interval_15109	chr8	11467586	11467870	+	285	21	23	11	6	6
Interval_15110	chr8	11769423	11770055	+	633	52	49	34	56	29
Interval_15111	chr8	11802250	11803054	+	805	112	98	93	113	75
Interval_15112	chr8	11820502	11820711	+	210	11	6	8	12	4
Interval_15113	chr8	11877934	11878145	+	212	12	10	3	8	6
Interval_15114	chr8	12174554	12174841	+	288	6	9	0	13	2
Interval_15115	chr8	12175723	12176040	+	318	3	12	3	18	2
Interval_15116	chr8	12194081	12195080	+	1000	254	342	139	331	112
Interval_15117	chr8	12202990	12203412	+	423	3	23	6	6	1
Interval_15118	chr8	12216201	12216487	+	287	7	18	5	10	2
Interval_15119	chr8	12223873	12224222	+	350	18	21	9	13	7
Interval_15120	chr8	12362050	12362439	+	390	16	12	2	5	8
Interval_15121	chr8	12415150	12415508	+	359	9	11	4	17	10
Interval_15122	chr8	12435809	12436049	+	241	7	20	13	7	5
Interval_15123	chr8	12436728	12436975	+	248	43	51	35	66	20
Interval_15124	chr8	12443370	12443671	+	302	2	6	13	5	2
Interval_15125	chr8	12449759	12449955	+	197	9	18	4	14	0
Interval_15126	chr8	12458057	12458273	+	217	2	9	2	9	1
Interval_15127	chr8	12495560	12495863	+	304	3	3	3	13	4
Interval_15128	chr8	12505036	12505315	+	280	10	5	3	15	6
Interval_15129	chr8	12541591	12541803	+	213	15	22	9	8	4
Interval_15130	chr8	12588084	12588346	+	263	25	17	6	8	3
Interval_15131	chr8	12596803	12597062	+	260	26	19	7	9	10
Interval_15132	chr8	12601040	12601603	+	564	40	43	23	31	9
Interval_15133	chr8	12754124	12755232	+	1109	54	38	36	52	28
Interval_15134	chr8	12755699	12755997	+	299	16	21	6	10	13
Interval_15135	chr8	13133177	13133423	+	247	26	31	14	20	11
Interval_15136	chr8	13466268	13466488	+	221	4	6	8	4	3
Interval_15137	chr8	15378487	15378696	+	210	9	11	6	4	3
Interval_15138	chr8	16148790	16149061	+	272	5	12	2	1	1
Interval_15139	chr8	16361778	16362261	+	484	11	18	11	16	3
Interval_15140	chr8	16587748	16587951	+	204	2	0	10	3	2
Interval_15141	chr8	17076085	17076298	+	214	11	2	0	3	0
Interval_15142	chr8	17155915	17156335	+	421	28	19	13	46	16
Interval_15143	chr8	17246477	17247285	+	809	80	62	56	70	33
Interval_15144	chr8	17907689	17907940	+	252	8	13	7	7	3
Interval_15145	chr8	17922384	17923462	+	1079	133	94	83	143	58
Interval_15146	chr8	18083742	18084883	+	1142	97	102	73	100	68
Interval_15147	chr8	18209773	18210253	+	481	38	36	23	31	16
Interval_15148	chr8	18500467	18500669	+	203	6	3	3	1	2
Interval_15149	chr8	18548701	18548897	+	197	2	5	11	6	1
Interval_15150	chr8	18709475	18709774	+	300	16	4	6	7	2
Interval_15151	chr8	18957478	18957763	+	286	6	18	7	7	8
Interval_15152	chr8	19240379	19240707	+	329	5	14	2	6	3
Interval_15153	chr8	19328301	19328506	+	206	1	2	5	7	2
Interval_15154	chr8	19475333	19475732	+	400	19	10	5	23	13
Interval_15155	chr8	19497171	19497504	+	334	28	15	18	31	10
Interval_15156	chr8	19511004	19511511	+	508	22	18	12	24	8
Interval_15157	chr8	19696294	19696807	+	514	27	26	15	22	8
Interval_15158	chr8	19817150	19817662	+	513	104	64	54	84	31
Interval_15159	chr8	19962475	19962745	+	271	10	7	7	10	5
Interval_15160	chr8	20196932	20197618	+	687	54	49	33	58	25
Interval_15161	chr8	20251802	20252170	+	369	10	10	7	34	9
Interval_15162	chr8	20436814	20437367	+	554	32	15	23	31	19
Interval_15163	chr8	20730024	20730218	+	195	10	7	2	4	4
Interval_15164	chr8	22010283	22010723	+	441	28	20	11	13	10
Interval_15165	chr8	22109206	22109799	+	594	56	71	41	57	42
Interval_15166	chr8	22141761	22142006	+	246	38	14	16	20	10
Interval_15167	chr8	22245055	22245396	+	342	29	17	19	36	20
Interval_15168	chr8	22366975	22367278	+	304	28	16	15	21	7
Interval_15169	chr8	22440869	22441250	+	382	31	26	13	27	11
Interval_15170	chr8	22443782	22444255	+	474	14	12	14	32	15
Interval_15171	chr8	22580241	22580590	+	350	12	25	13	8	8
Interval_15172	chr8	22604594	22605031	+	438	41	32	27	29	19
Interval_15173	chr8	22695185	22695720	+	536	28	12	12	29	22
Interval_15174	chr8	22705005	22705335	+	331	22	26	15	15	8
Interval_15175	chr8	22756227	22756476	+	250	9	15	17	11	8
Interval_15176	chr8	23019192	23019414	+	223	20	19	10	19	7
Interval_15177	chr8	23068736	23069278	+	543	30	35	20	42	16
Interval_15178	chr8	23102856	23103283	+	428	9	29	8	8	2
Interval_15179	chr8	23163540	23163804	+	265	15	16	11	16	9
Interval_15180	chr8	23224944	23225397	+	454	31	32	22	25	19
Interval_15181	chr8	23230742	23230989	+	248	9	2	0	10	1
Interval_15182	chr8	23246424	23246985	+	562	54	67	46	65	37
Interval_15183	chr8	23457256	23457993	+	738	63	32	41	38	22
Interval_15184	chr8	23528662	23529072	+	411	66	41	41	62	27
Interval_15185	chr8	23682728	23683132	+	405	16	18	8	7	5
Interval_15186	chr8	24033311	24033560	+	250	10	17	10	8	2
Interval_15187	chr8	24387634	24387844	+	211	15	25	10	9	1
Interval_15188	chr8	24727565	24727751	+	187	1	1	3	9	0
Interval_15189	chr8	24977888	24978109	+	222	6	1	1	9	1
Interval_15190	chr8	25198791	25199269	+	479	27	19	12	36	16
Interval_15191	chr8	25243625	25243869	+	245	14	12	9	4	4
Interval_15192	chr8	25458453	25459208	+	756	381	286	202	353	166
Interval_15193	chr8	26291243	26291605	+	363	38	25	18	33	16
Interval_15194	chr8	26382716	26383376	+	661	81	67	54	85	43
Interval_15195	chr8	26572110	26572317	+	208	12	20	8	12	8
Interval_15196	chr8	26577697	26577961	+	265	53	27	25	57	14
Interval_15197	chr8	27174550	27174769	+	220	3	5	1	9	2
Interval_15198	chr8	27274441	27274727	+	287	21	12	19	24	5
Interval_15199	chr8	27310606	27311337	+	732	27	20	9	20	26
Interval_15200	chr8	27311612	27311812	+	201	2	7	6	15	5
Interval_15201	chr8	27340764	27341014	+	251	9	14	9	7	3
Interval_15202	chr8	27363840	27364038	+	199	11	19	6	17	6
Interval_15203	chr8	27469704	27469908	+	205	7	3	7	11	3
Interval_15204	chr8	27614212	27614448	+	237	7	13	9	10	8
Interval_15205	chr8	27702692	27702904	+	213	11	1	2	5	1
Interval_15206	chr8	27774263	27774694	+	432	72	55	53	93	35
Interval_15207	chr8	27837864	27838077	+	214	5	7	4	9	3
Interval_15208	chr8	28092912	28093376	+	465	51	33	27	36	22
Interval_15209	chr8	28401132	28402185	+	1054	110	74	57	96	59
Interval_15210	chr8	28411837	28412333	+	497	34	17	21	34	15
Interval_15211	chr8	28493878	28494442	+	565	31	40	25	27	19
Interval_15212	chr8	28622259	28622713	+	455	70	57	49	58	32
Interval_15213	chr8	28701509	28701932	+	424	21	16	17	27	9
Interval_15214	chr8	28770127	28770461	+	335	12	4	15	2	3
Interval_15215	chr8	28889853	28890527	+	675	121	111	76	111	73
Interval_15216	chr8	29262961	29263425	+	465	36	19	17	37	15
Interval_15217	chr8	29323408	29323616	+	209	4	3	5	8	2
Interval_15218	chr8	29350512	29350681	+	170	13	6	3	2	3
Interval_15219	chr8	29490442	29490783	+	342	31	20	18	27	16
Interval_15220	chr8	29499124	29499484	+	361	12	11	11	17	8
Interval_15221	chr8	29529557	29530067	+	511	34	36	28	38	18
Interval_15222	chr8	29994401	29994629	+	229	11	3	2	6	2
Interval_15223	chr8	30082295	30083389	+	1095	147	115	87	147	61
Interval_15224	chr8	30094968	30095431	+	464	16	17	6	23	11
Interval_15225	chr8	30133878	30134075	+	198	17	7	12	27	7
Interval_15226	chr8	30156035	30156393	+	359	32	18	8	22	21
Interval_15227	chr8	30409950	30410142	+	193	2	4	1	9	2
Interval_15228	chr8	30657821	30658551	+	731	82	57	49	73	43
Interval_15229	chr8	30727700	30728183	+	484	72	51	37	72	34
Interval_15230	chr8	30742541	30742723	+	183	5	5	1	8	4
Interval_15231	chr8	30744080	30744445	+	366	30	20	19	23	15
Interval_15232	chr8	30812713	30812963	+	251	12	17	6	6	7
Interval_15233	chr8	31033482	31034152	+	671	63	51	35	68	19
Interval_15234	chr8	31171832	31172014	+	183	4	4	0	10	1
Interval_15235	chr8	31255370	31255722	+	353	4	7	16	6	3
Interval_15236	chr8	31386375	31386642	+	268	2	11	2	3	1
Interval_15237	chr8	33460319	33460651	+	333	12	5	2	2	0
Interval_15238	chr8	33472903	33473440	+	538	12	32	12	16	14
Interval_15239	chr8	33484747	33485226	+	480	45	40	35	48	24
Interval_15240	chr8	33513080	33513760	+	681	69	45	39	92	31
Interval_15241	chr8	33524751	33524991	+	241	23	18	10	19	4
Interval_15242	chr8	33554242	33554449	+	208	15	8	6	12	5
Interval_15243	chr8	33554749	33554961	+	213	11	13	3	11	5
Interval_15244	chr8	33566749	33567395	+	647	28	34	19	23	16
Interval_15245	chr8	33623287	33623481	+	195	10	2	4	0	0
Interval_15246	chr8	34870389	34870679	+	291	2	5	9	3	2
Interval_15247	chr8	34958151	34958351	+	201	3	5	6	11	1
Interval_15248	chr8	36574045	36574222	+	178	9	7	1	8	2
Interval_15249	chr8	36931879	36932065	+	187	12	5	1	1	3
Interval_15250	chr8	37141123	37141448	+	326	4	9	2	8	1
Interval_15251	chr8	37388872	37389150	+	279	4	7	7	5	2
Interval_15252	chr8	37499013	37499206	+	194	10	12	9	7	4
Interval_15253	chr8	37736343	37737064	+	722	55	45	34	38	18
Interval_15254	chr8	37762245	37762926	+	682	60	60	41	47	39
Interval_15255	chr8	37891835	37892048	+	214	4	9	8	11	5
Interval_15256	chr8	37899159	37899606	+	448	34	23	21	21	16
Interval_15257	chr8	38030559	38031219	+	661	45	18	18	32	10
Interval_15258	chr8	38105300	38105940	+	641	69	62	45	59	36
Interval_15259	chr8	38176258	38176906	+	649	75	45	52	87	39
Interval_15260	chr8	38231257	38232043	+	787	33	41	28	45	27
Interval_15261	chr8	38268615	38269446	+	832	25	36	19	26	19
Interval_15262	chr8	38382226	38382819	+	594	48	53	25	47	27
Interval_15263	chr8	38386144	38386450	+	307	32	23	21	28	13
Interval_15264	chr8	38769900	38770582	+	683	46	48	40	71	31
Interval_15265	chr8	38786967	38787840	+	874	70	65	44	56	41
Interval_15266	chr8	38805365	38805880	+	516	14	18	22	11	14
Interval_15267	chr8	38901151	38901688	+	538	31	27	28	55	18
Interval_15268	chr8	38938409	38938857	+	449	62	36	23	72	35
Interval_15269	chr8	38996308	38996990	+	683	122	96	85	120	67
Interval_15270	chr8	40061809	40062174	+	366	5	9	9	18	2
Interval_15271	chr8	41045136	41045326	+	191	2	0	8	2	1
Interval_15272	chr8	41141693	41142041	+	349	4	18	2	4	7
Interval_15273	chr8	41490082	41490634	+	553	127	88	64	111	60
Interval_15274	chr8	41528884	41529439	+	556	99	72	57	77	36
Interval_15275	chr8	41544900	41545288	+	389	23	33	7	11	8
Interval_15276	chr8	41577742	41578495	+	754	76	70	37	62	44
Interval_15277	chr8	41596682	41596959	+	278	6	2	5	12	2
Interval_15278	chr8	41828290	41829012	+	723	68	49	49	47	24
Interval_15279	chr8	42052101	42052799	+	699	70	54	29	54	34
Interval_15280	chr8	42140042	42140878	+	837	64	53	37	57	37
Interval_15281	chr8	42152600	42153304	+	705	217	152	142	184	97
Interval_15282	chr8	42271075	42271794	+	720	36	26	25	35	19
Interval_15283	chr8	42324211	42324585	+	375	7	19	2	3	3
Interval_15284	chr8	42338087	42338805	+	719	31	34	16	26	23
Interval_15285	chr8	42391553	42392517	+	965	67	51	34	59	39
Interval_15286	chr8	42541765	42542000	+	236	18	11	10	3	4
Interval_15287	chr8	42843043	42843566	+	524	84	70	35	76	30
Interval_15288	chr8	42896860	42897175	+	316	29	33	23	24	10
Interval_15289	chr8	43055962	43056813	+	852	45	41	36	43	25
Interval_15290	chr8	43093135	43093967	+	833	44	46	33	31	33
Interval_15291	chr8	43140117	43140379	+	263	24	18	9	17	7
Interval_15292	chr8	45035659	45035858	+	200	9	0	2	0	1
Interval_15293	chr8	45172761	45172954	+	194	11	1	0	1	2
Interval_15294	chr8	45187889	45188195	+	307	28	4	5	2	9
Interval_15295	chr8	45331558	45331946	+	389	37	0	0	0	12
Interval_15296	chr8	45534711	45535045	+	335	9	1	0	0	3
Interval_15297	chr8	45928229	45928750	+	522	43	0	0	0	15
Interval_15298	chr8	45929126	45929458	+	333	32	0	0	0	10
Interval_15299	chr8	47260741	47261160	+	420	58	49	31	42	15
Interval_15300	chr8	47369433	47369649	+	217	10	19	4	4	5
Interval_15301	chr8	47600692	47600979	+	288	23	13	14	5	3
Interval_15302	chr8	47859030	47859280	+	251	4	3	10	5	6
Interval_15303	chr8	47959949	47961251	+	1303	93	94	55	100	70
Interval_15304	chr8	48160548	48160832	+	285	19	15	4	5	4
Interval_15305	chr8	48318870	48319169	+	300	34	26	13	15	10
Interval_15306	chr8	48362465	48362718	+	254	11	2	1	3	3
Interval_15307	chr8	48514403	48514603	+	201	14	16	12	14	4
Interval_15308	chr8	48912080	48912414	+	335	18	8	4	3	2
Interval_15309	chr8	49306889	49307090	+	202	4	4	10	4	4
Interval_15310	chr8	51898955	51899718	+	764	92	89	69	102	62
Interval_15311	chr8	51962555	51962769	+	215	10	12	4	4	1
Interval_15312	chr8	52008534	52008703	+	170	22	13	10	21	6
Interval_15313	chr8	52427594	52427788	+	195	4	5	9	2	3
Interval_15314	chr8	52714084	52714759	+	676	53	56	35	41	26
Interval_15315	chr8	52783174	52783439	+	266	16	17	6	21	8
Interval_15316	chr8	52836082	52836370	+	289	2	13	1	5	1
Interval_15317	chr8	52941559	52941783	+	225	16	7	3	6	5
Interval_15318	chr8	53734807	53735015	+	209	11	4	1	4	2
Interval_15319	chr8	53843020	53843495	+	476	32	25	25	31	24
Interval_15320	chr8	54022233	54022710	+	478	37	26	28	56	15
Interval_15321	chr8	54101982	54102630	+	649	27	22	19	27	12
Interval_15322	chr8	54153418	54153681	+	264	2	9	4	6	2
Interval_15323	chr8	54326248	54326463	+	216	10	6	3	3	1
Interval_15324	chr8	54676159	54676339	+	181	7	3	2	7	3
Interval_15325	chr8	54789248	54789511	+	264	4	8	10	3	4
Interval_15326	chr8	55450874	55451155	+	282	6	11	16	5	3
Interval_15327	chr8	55772980	55773686	+	707	61	57	39	56	21
Interval_15328	chr8	55844102	55844690	+	589	46	23	17	33	21
Interval_15329	chr8	55973051	55973242	+	192	17	13	7	6	3
Interval_15330	chr8	56074382	56074887	+	506	55	44	29	54	28
Interval_15331	chr8	56211265	56212100	+	836	119	76	48	123	30
Interval_15332	chr8	56934008	56934256	+	249	3	12	1	2	3
Interval_15333	chr8	56993688	56994377	+	690	22	16	23	29	23
Interval_15334	chr8	57205849	57206297	+	449	16	61	58	31	20
Interval_15335	chr8	57209520	57210404	+	885	31	105	67	75	39
Interval_15336	chr8	57210724	57210997	+	274	18	43	23	20	5
Interval_15337	chr8	57432388	57432632	+	245	5	3	11	1	4
Interval_15338	chr8	58145649	58145924	+	276	6	17	7	11	3
Interval_15339	chr8	58172802	58173011	+	210	12	14	4	6	4
Interval_15340	chr8	58410988	58411703	+	716	28	33	21	27	19
Interval_15341	chr8	58552859	58553487	+	629	43	43	38	30	27
Interval_15342	chr8	58595846	58596300	+	455	25	25	23	21	10
Interval_15343	chr8	58659187	58659842	+	656	35	25	33	35	17
Interval_15344	chr8	58801461	58801834	+	374	20	14	12	40	16
Interval_15345	chr8	58807912	58808107	+	196	12	14	9	15	3
Interval_15346	chr8	58881859	58882184	+	326	17	9	6	9	3
Interval_15347	chr8	59117636	59117924	+	289	8	10	7	16	7
Interval_15348	chr8	59528938	59529135	+	198	4	5	1	11	0
Interval_15349	chr8	60516614	60517414	+	801	85	61	51	79	47
Interval_15350	chr8	60651977	60652589	+	613	41	32	18	50	23
Interval_15351	chr8	60653581	60653925	+	345	19	14	7	17	17
Interval_15352	chr8	60792891	60793075	+	185	18	13	10	9	7
Interval_15353	chr8	60807725	60808050	+	326	27	10	10	27	17
Interval_15354	chr8	60916521	60916760	+	240	15	19	13	26	9
Interval_15355	chr8	60926017	60926265	+	249	7	5	6	14	7
Interval_15356	chr8	60967545	60967837	+	293	8	6	7	19	2
Interval_15357	chr8	61714131	61714960	+	830	88	67	57	92	52
Interval_15358	chr8	61896444	61896643	+	200	2	5	2	10	3
Interval_15359	chr8	61960897	61961102	+	206	0	3	4	6	0
Interval_15360	chr8	62932426	62932782	+	357	6	5	14	3	0
Interval_15361	chr8	63038601	63039186	+	586	38	40	29	58	28
Interval_15362	chr8	63168177	63169036	+	860	111	82	65	98	62
Interval_15363	chr8	63200090	63200317	+	228	11	20	9	8	7
Interval_15364	chr8	63391470	63391735	+	266	19	21	19	27	17
Interval_15365	chr8	63470126	63470323	+	198	11	5	0	1	0
Interval_15366	chr8	63510285	63510486	+	202	0	9	3	10	0
Interval_15367	chr8	64077371	64077593	+	223	2	10	3	3	4
Interval_15368	chr8	64817248	64817447	+	200	7	5	2	1	1
Interval_15369	chr8	64931179	64931497	+	319	3	6	11	3	3
Interval_15370	chr8	65060086	65060280	+	195	6	3	4	11	3
Interval_15371	chr8	65284609	65284831	+	223	2	4	2	15	1
Interval_15372	chr8	65347876	65348186	+	311	13	6	6	15	3
Interval_15373	chr8	65633886	65634392	+	507	95	86	55	104	37
Interval_15374	chr8	65644493	65645188	+	696	83	56	53	78	43
Interval_15375	chr8	65841772	65842641	+	870	71	56	32	76	38
Interval_15376	chr8	65951681	65952095	+	415	33	24	30	48	15
Interval_15377	chr8	66113039	66113856	+	818	72	60	61	69	39
Interval_15378	chr8	66238342	66238573	+	232	2	11	2	4	3
Interval_15379	chr8	66428869	66429139	+	271	33	24	15	24	10
Interval_15380	chr8	66429831	66430058	+	228	4	19	7	3	3
Interval_15381	chr8	66533540	66533896	+	357	49	16	21	47	15
Interval_15382	chr8	66612782	66613793	+	1012	83	52	31	52	38
Interval_15383	chr8	66666700	66667762	+	1063	207	160	112	195	81
